date,date,price_usd,market_cap,volume,price_usd_lag1,volume_lag1,market_cap_lag1,price_usd_lag2,volume_lag2,market_cap_lag2,price_usd_lag3,volume_lag3,market_cap_lag3,price_usd_lag7,volume_lag7,market_cap_lag7,price_usd_lag14,volume_lag14,market_cap_lag14,returns,volatility_7d,volatility_14d,returns_rolling_mean_7d,price_usd_sma7,price_usd_std7,volume_sma7,market_cap_sma7,price_usd_sma14,price_usd_std14,volume_sma14,market_cap_sma14,price_usd_sma30,price_usd_std30,volume_sma30,market_cap_sma30,RSI_14,MACD,MACD_signal,MACD_hist,Bollinger_sma,Bollinger_upper,Bollinger_lower,day_of_week,month,quarter
2025-03-11,2025-03-11,558.43,81532666162.7095,1881236992.0735807,564.46,1039956661.4360776,82276345886.57701,577.1160830495301,883532114.8691314,87538882195.2179,599.64,883532114.8691314,87538882195.2179,604.71,1772995327.902984,88099491927.97063,661.586354388842,722907830.6919061,96735564174.033,-1.0682776458916687,3.7407744306055215,4.227715343524002,-1.0713525183485593,581.9165832927899,19.211207390262086,1144107068.5137568,85403553085.2465,596.1156684268727,24.63221760853952,1309580398.4051225,86792969843.56592,620.5557394362912,39.37551800737978,1477923631.2742076,90237875941.76381,32.39309556657716,-11.745814851713135,-3.812251496914287,-7.9335633547988476,596.1156684268727,645.3801036439518,546.8512332097937,1,3,1
2025-03-12,2025-03-12,557.54,81366456635.83466,1231964549.6775362,558.43,1881236992.0735807,81532666162.7095,564.46,1039956661.4360776,82276345886.57701,577.1160830495301,883532114.8691314,87538882195.2179,568.77,1437380019.391853,83109245767.95335,638.47,734289317.7656609,93210254778.11714,-0.15937539172322657,3.0625851867177887,4.177353096098465,-0.24507118234309447,580.3122975785043,20.88776343753524,1114762001.4117115,85154583209.22954,590.3349541411584,23.393061858525755,1345128629.2559707,85946984261.97432,620.1060727696246,40.03215504066399,1477609028.3244355,90174246955.6567,35.05263160973492,-13.571649091370887,-5.764131015805607,-7.807518075565279,590.3349541411584,637.1210778582099,543.5488304241069,2,3,1
2025-03-13,2025-03-13,581.45,84729580165.32867,1171114786.6400883,557.54,1231964549.6775362,81366456635.83466,558.43,1881236992.0735807,81532666162.7095,564.46,1039956661.4360776,82276345886.57701,603.1,1068311661.959186,88020110837.34387,607.14,1881470830.112279,88588297855.40712,4.288481543925116,2.48138910313913,4.218609030881141,-0.49469263421335136,577.2194404356471,18.40673154283957,1129448162.0804117,84684507398.94165,588.4999541411586,22.977331896878933,1294388911.8651001,85671361569.82585,620.1527394362913,39.984638145730294,1500939891.3958995,90179293503.14633,45.12147044571872,-12.940132907725342,-7.199331394189555,-5.7408015135357875,588.4999541411586,634.4546179349164,542.5452903474007,3,3,1
2025-03-14,2025-03-14,580.22,84579800057.54492,1728902314.8845716,581.45,1171114786.6400883,84729580165.32867,557.54,1231964549.6775362,81366456635.83466,558.43,1881236992.0735807,81532666162.7095,601.9,814799914.9973364,87808738551.706,627.76,1212863290.4194124,91604774364.6393,-0.2115401152291696,2.4811440024106415,4.088524638540393,-0.49648808237279074,574.1222975785043,15.086273433642722,1260034219.2071595,84223230471.20436,585.1042398554442,20.056123823851816,1331248842.1840398,85169577690.7477,619.9564061029579,40.17158307205304,1522720391.3609755,90146520119.58571,40.25446425514645,-12.396009027003402,-8.238666920752324,-4.157342106251077,585.1042398554442,625.2164875031478,544.9919922077406,4,3,1
2025-03-16,2025-03-16,598.1317208937282,84579800057.54492,1728902314.8845716,580.22,1728902314.8845716,84579800057.54492,581.45,1171114786.6400883,84729580165.32867,557.54,1231964549.6775362,81366456635.83466,599.64,883532114.8691314,87538882195.2179,615.6,1573592799.9258971,89723443324.45264,3.087056787723319,2.8299254616392355,4.170783851145987,-0.0018403049701210936,573.9068291347512,14.665993324658933,1380801390.6379368,83800504451.53679,583.8565056335676,18.495640739333027,1342342378.9668024,84802174600.25429,618.7521734324878,40.269429863379735,1544500891.326051,90113746736.02507,46.50156210447231,-10.399580855120462,-8.670849707625951,-1.7287311474945106,583.8565056335676,620.8477871122336,546.8652241549016,6,3,1
2025-03-17,2025-03-17,637.48,92958836850.61832,1557206014.3599737,598.1317208937282,1728902314.8845716,84579800057.54492,580.22,1728902314.8845716,84579800057.54492,581.45,1171114786.6400883,84729580165.32867,577.1160830495301,883532114.8691314,87538882195.2179,569.29,1575082265.9745924,83025221981.30531,6.578530736921562,3.2145093819266934,3.943207193466647,1.4745555006405398,582.5302458419611,28.287964738921726,1477040519.1366286,84574783688.02257,588.727219919282,22.834379439802472,1341065503.8514724,85511718519.49094,619.8255067658212,40.327047978754635,1545869915.3461647,90270437814.26146,64.04840737150904,-5.578019927302989,-8.05228375156136,2.4742638242583705,588.727219919282,634.395978798887,543.058461039677,0,3,1
2025-03-18,2025-03-18,634.35,92555650757.55933,1475787819.5330305,637.48,1557206014.3599737,92958836850.61832,598.1317208937282,1728902314.8845716,84579800057.54492,580.22,1728902314.8845716,84579800057.54492,564.46,1039956661.4360776,82276345886.57701,609.2332749266888,1575082265.9745924,83025221981.30531,-0.4909957959465361,2.9438387416907794,3.5341750803594616,1.7176971599684852,592.5145315562469,32.818198970647536,1539302113.150479,86043255812.44861,590.5212717102328,25.410770826466386,1333973043.391361,86192463432.08049,619.5655067658212,40.20310635934758,1561199678.3075514,90232887228.38705,56.09974877324417,-1.9865631328328845,-6.839139627815665,4.85257649498278,590.5212717102328,641.3428133631655,539.6997300573,1,3,1
2025-03-19,2025-03-19,618.09,90241584888.9593,1100726082.1315966,634.35,1475787819.5330305,92555650757.55933,637.48,1557206014.3599737,92958836850.61832,598.1317208937282,1728902314.8845716,84579800057.54492,558.43,1881236992.0735807,81532666162.7095,604.71,1772995327.902984,88099491927.97063,-2.5632537242846976,3.2208364599154833,3.610017637022456,1.5041291487694812,601.037388699104,30.127730138052176,1427800554.5873382,87287387059.05574,591.4769859959471,26.224066858559894,1285953811.5505474,86345470072.15111,618.514173432488,39.80016781317249,1554448648.9867775,90081414145.7915,53.074165977391786,-0.44719882795925514,-5.560751467844383,5.113552639885127,591.4769859959471,643.9251197130668,539.0288522788273,2,3,1
2025-03-20,2025-03-20,633.41,92378334776.96008,1567975412.7575078,618.09,1100726082.1315966,90241584888.9593,634.35,1475787819.5330305,92555650757.55933,637.48,1557206014.3599737,92958836850.61832,557.54,1231964549.6775362,81366456635.83466,568.77,1437380019.391853,83109245767.95335,2.478603439628513,3.147246007983864,3.180806490589471,1.8809832675340152,611.8759601276754,25.0988760177953,1475802106.4559057,88860512507.78793,596.09412885309,27.574291552357096,1295282053.9338086,87007547858.50874,615.9915067658213,36.086360618589666,1492501654.691165,89713866851.49629,66.40609137055836,1.9860603719042729,-4.051389099894651,6.037449471798924,596.09412885309,651.2427119578042,540.9455457483757,3,3,1
2025-03-21,2025-03-21,634.59,92677448785.37189,1247287533.1388352,633.41,1567975412.7575078,92378334776.96008,618.09,1100726082.1315966,90241584888.9593,634.35,1475787819.5330305,92555650757.55933,581.45,1171114786.6400883,84729580165.32867,603.1,1068311661.959186,88020110837.34387,0.18629323818697419,3.0028563694692894,2.8046195677003993,1.2949563667142807,619.467388699104,22.235487804726564,1486683927.384298,89995922310.65125,598.3434145673756,29.41279165428203,1308066044.7323549,87340214854.79646,614.7885067658212,34.778210403140925,1383126716.6956522,89540016237.51447,59.6093988404028,3.9639579174165647,-2.448319696432408,6.412277613848973,598.3434145673756,657.1689978759397,539.5178312588115,4,3,1
2025-03-23,2025-03-23,622.246831646247,92677448785.37189,1247287533.1388352,634.59,1247287533.1388352,92677448785.37189,633.41,1567975412.7575078,92378334776.96008,618.09,1100726082.1315966,90241584888.9593,580.22,1728902314.8845716,84579800057.54492,601.9,814799914.9973364,87808738551.706,-1.9450619067040265,3.212002628942964,2.8713413750376757,1.0473103965035868,625.471221791425,14.032980250583265,1417881815.7063358,91152729271.7694,599.7967596849646,30.09678381405826,1338958017.4567475,87687979871.48686,613.2791421635012,33.36426177758685,1273751778.7001398,89366165623.53265,55.813607421838135,4.483779226365641,-1.061899911872798,5.545679138238439,599.7967596849646,659.9903273130811,539.6031920568481,6,3,1
2025-03-24,2025-03-24,630.35,91998938607.93324,723666377.6045334,622.246831646247,1247287533.1388352,92677448785.37189,634.59,1247287533.1388352,92677448785.37189,633.41,1567975412.7575078,92378334776.96008,598.1317208937282,1728902314.8845716,84579800057.54492,599.64,883532114.8691314,87538882195.2179,1.3022434091492174,3.0916853818592633,2.877091100390766,0.7923370567072866,630.0738330923211,7.183466668246982,1274276681.8091874,92212606207.53915,601.9903311135361,31.1839757776701,1327539036.2235622,88006555329.53798,612.0491421635012,31.956445923941068,1258203255.9909828,89187594306.08228,58.491103214967225,5.4863560268231595,0.24775127586639334,5.238604750956766,601.9903311135361,664.3582826688762,539.6223795581959,0,3,1
2025-03-25,2025-03-25,633.77,92377944845.04591,1454746812.580342,630.35,723666377.6045334,91998938607.93324,622.246831646247,1247287533.1388352,92677448785.37189,634.59,1247287533.1388352,92677448785.37189,637.48,1557206014.3599737,92958836850.61832,577.1160830495301,883532114.8691314,87538882195.2179,0.542555723011029,1.7667649782820234,2.617637830776235,-0.06994508813707524,629.5438330923209,6.664047841313827,1259639652.983526,92129621635.31453,606.0370394671411,31.38309411098439,1368340086.0600772,88352202661.66855,611.3438088301679,31.201968046698905,1270720493.5990796,89084375030.36198,67.51470640072617,6.4821486080726345,1.4946307423076417,4.987517865764993,606.0370394671411,668.8032276891099,543.2708512451723,1,3,1
2025-03-26,2025-03-26,631.75,92166463788.44118,1072554551.6522197,633.77,1454746812.580342,92377944845.04591,630.35,723666377.6045334,91998938607.93324,622.246831646247,1247287533.1388352,92677448785.37189,634.35,1475787819.5330305,92555650757.55933,564.46,1039956661.4360776,82276345886.57701,-0.31872761411868566,1.7611133080327426,2.5036163445314337,-0.04533534787595376,629.1724045208923,6.419494003713387,1202034900.4291244,92074023496.86906,610.8434680385698,29.629459479566354,1370668506.7898018,89058639654.65884,610.4921421635012,30.238136766123908,1265601971.9563859,88960114292.22827,72.26725063833302,7.027317740298599,2.6011681419058332,4.426149598392766,610.8434680385698,670.1023869977025,551.584549079437,2,3,1
2025-03-27,2025-03-27,636.46,92799083011.37596,1402203548.1867435,631.75,1072554551.6522197,92166463788.44118,633.77,1454746812.580342,92377944845.04591,630.35,723666377.6045334,91998938607.93324,618.09,1100726082.1315966,90241584888.9593,558.43,1881236992.0735807,81532666162.7095,0.7455480807281312,1.3742076475753393,2.4436965524974585,0.42735062426873605,631.7966902351782,4.642927397545045,1245103109.865574,92439380371.50002,616.4170394671411,26.145881565665942,1336451832.226456,89863383715.27786,610.0118088301679,29.68399032761971,1283008896.3408635,88888669272.39598,76.04884113048598,7.750087655970901,3.630952044718847,4.119135611252054,616.4170394671411,668.708802598473,564.1252763358092,3,3,1
2025-03-28,2025-03-28,628.44,91603393914.98335,1690893072.759816,636.46,1402203548.1867435,92799083011.37596,631.75,1072554551.6522197,92166463788.44118,633.77,1454746812.580342,92377944845.04591,633.41,1567975412.7575078,92378334776.96008,557.54,1231964549.6775362,81366456635.83466,-1.260094899915154,1.15279922653464,2.499744623297017,-0.10674913852321634,631.0866902351781,4.734211476950163,1262662775.5801892,92328674534.07478,621.4813251814268,20.011305541949373,1369232441.0180473,90594593520.93137,608.8494754968345,28.16907674531441,1315275071.0764608,88717596930.42766,72.59309645733649,7.588268214905156,4.422415278756109,3.1658529361490473,621.4813251814268,661.5039362653255,581.4587140975281,4,3,1
